glcm_entropy,glcm_contract,glcm_dissimilarity,glcm_homogeneity,glcm_energy,glcm_correlation,glcm_asm,label
5.448028977269725,0.8048124669598232,0.39675871359573284,0.8389249426822362,0.5866762337585041,0.4952180858827083,0.34427280253599435,0.0
6.127122368223276,1.767118325884276,0.6155904880334488,0.7888811243126078,0.5141453905351505,0.545153972027076,0.2644195367842479,0.0
5.53361881910511,1.286890378700499,0.5040096056805076,0.8158716719894583,0.5560957251297958,0.5392285873450545,0.30929238487270716,0.0
4.857246264324329,1.0468384305315275,0.41847406946847426,0.8460537943900499,0.6080199716870707,0.5329329732957289,0.36973265240725584,0.0
5.381247705765336,1.0763991313437138,0.45107665921760887,0.8301631851883795,0.5738046140930385,0.536457786617507,0.3293060511024417,0.0
5.420388827444917,1.3483665987841216,0.49184885320549787,0.8265214839985948,0.5773172744057784,0.5656314591660786,0.3333633710420605,0.0
5.888417558162258,0.8801538620963094,0.43894122753268,0.8213946714312444,0.5341232863374394,0.525856116506182,0.28536585815980253,0.0
6.229156916637652,1.3969784307718183,0.5718992544934643,0.7876046705174649,0.4997259058507616,0.5137387012990657,0.24981323955930337,0.0
5.588183374508982,1.1684800617550937,0.4655223952326032,0.828009821533022,0.5673544687128432,0.5554372732099008,0.3219735798989382,0.0
4.727986983238699,0.6900631968473663,0.34576953575547886,0.8588570547886888,0.6252046323183895,0.52132610767521,0.3909278421947102,0.0
5.599936553875006,1.0281534746251442,0.451980037725875,0.8254564224521834,0.554707900430029,0.5349408640663722,0.3077729742482501,0.0
7.54044156673228,2.5759705702133786,0.8344937644175315,0.7255768888602445,0.41837445349165947,0.5308633250921113,0.17523841214104666,0.0
6.585154509665901,1.0071526576316807,0.48738456963667864,0.8042887945320931,0.4957322448026826,0.5292124868144708,0.24588046304264027,0.0
6.326327634991793,1.7844169460063446,0.6223668931420613,0.7855219124092356,0.505402544219095,0.5639612031097133,0.25555538878901446,0.0
5.441558765341348,1.0530284175557485,0.43904425281141896,0.8336853735695973,0.5756532261574143,0.557347788142599,0.3314344926519521,0.0
6.1034706576235624,1.5296354016484048,0.5675752264753947,0.7977163634893197,0.5174676254408385,0.5297032727510825,0.2678709123392815,0.0
5.469152831479235,1.116243692329874,0.4686574274317575,0.8226399224746993,0.5602661195801435,0.5204658496274097,0.31395161422227386,0.0
4.542414361818878,0.7920819816897352,0.35311797145328766,0.8626880735823035,0.6402140574506056,0.5403037686940528,0.4099085903604557,0.0
5.491378369441383,1.2880731569588624,0.4978681576797388,0.8200229132834332,0.566704700788741,0.5299156209507653,0.3212072503776967,0.0
6.0113317137077855,1.7686448271097668,0.5892762849625153,0.8013539930655864,0.529328996203247,0.5568497861581404,0.2802946937496976,0.0
5.293733106578751,1.4007626573913883,0.4954993572183779,0.8287066581164535,0.5830781163480915,0.5539777185076065,0.3400392369116043,0.0
5.846276640847876,1.748975829608804,0.5804676837033838,0.8054049482284326,0.5486772459997795,0.557203116589013,0.3011446336109902,0.0
5.985561413826689,1.3431602028066125,0.5210018382352943,0.8089717584654461,0.5365715851173817,0.54451981563108,0.28800170687709736,0.0
5.960159125756,1.5745068453239144,0.5757277399317573,0.7974124712314937,0.5225913147182144,0.5552557613972364,0.2731904954722269,0.0
6.8282620385634685,1.9104584925269146,0.668057793276625,0.7685167145727625,0.47122860601626254,0.5584724869735788,0.2221846389143533,0.0
3.4562718371004952,0.4322096369184932,0.22133269055171118,0.9085906388444103,0.7422069567502152,0.5517037928972885,0.5509023558756949,0.0
5.8490082255748455,1.1887536194011927,0.4872169508121882,0.818230585338676,0.5414555850603471,0.5482886849012809,0.29326572137914125,0.0
4.595553933668565,0.8059945093233376,0.3619117647058828,0.858979804481958,0.6336765868007442,0.5304711567415068,0.4015764684621942,0.0
6.0231981759509114,1.7666054071751263,0.5762901137783553,0.8056728778400226,0.5409499834250645,0.5757396877596866,0.2927188001555123,0.0
4.727339352724977,0.7964118367935411,0.37459432670126924,0.8512414595740205,0.6184667896163203,0.5162511035302757,0.3825382238022992,0.0
7.651745897753909,2.292598955329681,0.778519514729912,0.735699232741217,0.4220631010114691,0.5486772614633671,0.17841264074475388,0.0
4.893557091433725,1.3152700583910029,0.457902369281046,0.8419441803827474,0.6109114800854141,0.5785483390472638,0.37326084213608324,0.0
6.791316816828307,2.076767349096504,0.6911407271241838,0.7676335601025971,0.4667152702341943,0.5597547814067152,0.21799256589751456,0.0
6.608933324854186,1.5186438058679357,0.5730312109525187,0.7926820690735472,0.49415510571958476,0.5657828319143308,0.2443096163931667,0.0
4.880279094699387,0.9843286836793546,0.4124968161284124,0.8445072812475001,0.6071300700370651,0.5439366010914579,0.3686564244350463,0.0
5.971207945836229,0.847000597726836,0.43610085363802426,0.8196575659226202,0.5283767162993214,0.5083128134348344,0.27930030896523617,0.0
6.715699288535246,2.0565537593713974,0.6834286392252987,0.7699570949144918,0.48028312682419194,0.5612087851023219,0.23079671127265378,0.0
6.657691932969403,1.0949839905324876,0.5352270460880435,0.7847022467094541,0.4715319805190279,0.49954158126610504,0.22245261445735443,0.0
5.206526368236743,1.1102115472414456,0.4482392889753941,0.8334179286994876,0.584341022159938,0.5292401954469815,0.3415055399530226,0.0
